"","","","","","","","","y"
"1",6.43718634266406,9.9600789276883,5.45964618446305,9.00676167802885,0.149343220982701,5.35662418574009,0,-194.493796631577
"2",8.567188330926,3.42297969153151,2.85532122245058,0.417879777960479,0.707236155867577,-1.27414441511616,0,6.35964163106941
"3",7.08661791170016,2.65568719478324,6.42539197579026,4.26721982192248,4.00716197909787,-1.57371921077491,0,-13.1641950117136
"4",3.5957317892462,3.69392467429861,5.76475420501083,3.13991416245699,5.85464039584622,1.54296068664266,1,18.5548398655923
"5",4.35421522939578,2.89957593660802,9.51896946178749,6.88780103577301,3.32361125620082,2.28698545301553,1,-41.7896485864051
"6",0.794566799886525,0.714518891181797,7.1493809344247,4.60960170486942,4.45980133255944,4.319745798552,1,-61.1817601067017
"7",3.49493731046095,5.32675719121471,6.90077658742666,9.63020301656798,6.30086696241051,-0.970660223728717,0,-61.6375640919983
"8",3.86995324399322,7.64088553609326,6.6834609140642,2.88110874826089,1.12259278772399,-0.603006284023182,1,11.8555495774963
"9",7.17192496871576,0.578654075507075,4.71607729326934,0.662346247117966,7.96178782358766,-7.20080275223355,1,342.361571824835
"10",8.61019112402573,5.66818227991462,5.99807374412194,9.39510008785874,6.1682636779733,6.09459110210237,0,-233.790203330069
"11",6.9369605416432,3.65075002191588,5.07253436138853,9.30092711001635,6.70388580998406,-2.49489537958644,0,-46.2896133830242
"12",4.96046136831865,6.39985825866461,6.18202596437186,4.54029884655029,9.02872561709955,3.34019282569633,0,-23.9757487915544
"13",5.59369883267209,2.0046367822215,4.45135270478204,0.397193105891347,6.51599188568071,-1.33856225981046,1,18.5367537414781
"14",4.10483065526932,3.7082599196583,3.68657993618399,4.84363016439602,1.04413460707292,2.92399323806822,1,-6.94851208181302
"15",4.1249001189135,6.42084031598642,9.19209275627509,4.21325794188306,8.68887749034911,0.42601666993083,0,-20.4143089392737
"16",1.01059605833143,7.07822201075032,4.21562885865569,8.99723392445594,0.94587677391246,-0.125868020694053,1,-13.2167191176078
"17",8.26016107806936,7.05568066798151,4.11264271708205,1.17544203763828,0.581456788349897,1.45101771745948,0,-1.34581970912841
"18",1.01550244726241,4.41828904673457,3.92744075506926,1.66815333301201,5.22614379413426,3.06607236593674,0,-1.18899359415142
"19",0.967661722097546,7.13304787408561,8.15671898191795,6.29879077197984,3.9162306394428,0.403445199699082,1,-13.7995047920871
"20",2.41479535121471,8.69765479350463,1.94061651825905,7.8785146237351,0.397454008925706,2.59099176453918,0,-27.3782285881641
"21",0.17883165506646,9.52238411642611,0.112491762265563,4.33888564351946,0.959299351088703,1.00917132553639,1,29.5294274875904
"22",2.53418255364522,7.78005718719214,1.09969611046836,2.31596848228946,2.5117240101099,0.315265759997448,0,9.12576144417809
"23",2.91739021893591,6.33323674090207,0.246879693586379,7.24598007742316,5.51537315594032,1.89885550584186,1,38.3906317262298
"24",5.25045368354768,3.36849263636395,0.982144600711763,3.44488458475098,7.69323080545291,-0.169262074394473,1,27.2927324668743
"25",6.58665417693555,6.10495979664847,3.32812849897891,4.87505187746137,3.65096599096432,4.91967604432931,0,-108.899118172826
"26",0.024625938385725,8.10344814322889,6.84629801660776,4.8824210697785,3.43082806793973,0.310274464250269,0,-22.1847065456184
"27",0.693378925789148,2.75500267278403,0.466098799370229,3.9817321812734,1.34456434985623,-4.65678961195914,0,102.079078130541
"28",6.49612533394247,1.64130671182647,9.1225308412686,2.44139876449481,3.94872987410054,6.50196559711376,1,-242.130505088886
"29",6.63388926535845,0.957755018025637,8.6902345973067,7.76548024266958,5.59977754484862,-3.28750327603239,0,-30.6328360271023
"30",4.86738485051319,6.24967927578837,8.03688674699515,0.585207617841661,0.00459779053926468,2.29095854391661,1,9.99893601490166
"31",6.35337512241676,4.08114062389359,9.59835325600579,2.26875636028126,0.341920179780573,2.27212242736475,1,-14.3116621124823
"32",2.12891330011189,1.00231010932475,2.25282842060551,3.2504176790826,9.86715480452403,-3.21139880735435,0,13.9438434113009
"33",6.57207941869274,2.2286860505119,0.109818545170128,8.8469476159662,9.55188943771645,-0.0865491626751828,1,31.6603012496886
"34",8.65634338464588,6.81745640002191,4.53482077689841,5.30917231692001,3.20092308567837,-2.19838221235774,0,-12.1751563558178
"35",1.08123441692442,6.33003177819774,1.85004101600498,0.444192620925605,3.79533401690423,-5.42478805407309,1,168.470259631083
"36",6.29938472062349,7.38198312930763,4.77190900593996,0.490660138893872,5.28371879830956,2.26494590374716,0,16.5662998222288
"37",1.52183957630768,4.01246618013829,8.89193620765582,0.727135397028178,5.75719798682258,-3.53500573357397,1,51.3676349404996
"38",4.71755627775565,4.0374193713069,1.62129326025024,3.76868251478299,8.17267682403326,-0.163373687358703,1,25.418410290263
"39",3.64500831114128,4.95337978703901,0.991890479344875,9.8678926890716,9.42467967281118,1.25102316531719,1,31.3931826517354
"40",4.43723155651242,6.2999938451685,9.59653879515827,1.19084491627291,5.5063003138639,-3.80678565011346,1,57.8098780053805
"41",6.45398833090439,5.98131169797853,1.33597244508564,4.15411438094452,3.6657011276111,2.78447248385827,1,4.88484369678489
"42",7.96879685483873,1.59031938528642,6.31792661501095,3.39365991996601,6.24746112618595,2.11154949844944,1,8.17207128715617
"43",2.64034465188161,0.631180519703776,4.45537249324843,6.57008245587349,6.39242857228965,1.51729301867976,0,-8.9541482353196
"44",0.960157257504761,8.03843191126361,0.304305870085955,6.45602324744686,7.85483063897118,-1.9109912325773,0,-2.24854164642733
"45",0.383987962268293,6.63850838085636,8.22590146912262,1.99420605553314,7.48332313727587,4.87817749535239,1,-58.4738755412345
"46",0.163182823453099,0.629068457055837,4.16899183532223,6.14211434265599,7.57812678581104,-8.26976171529932,1,518.509117383695
"47",6.24369800789282,5.3353401273489,9.66538522159681,4.78687023278326,4.82642010087147,0.116009676047463,1,-25.879428615907
"48",8.24806417804211,1.18359774816781,1.53639654628932,1.26187559682876,7.61999707203358,-0.666667919654816,1,24.5551656344032
"49",2.91270656045526,1.96276869392022,1.47758702980354,2.67521783011034,6.43497775541618,2.1625321551506,0,8.13823192933441
"50",3.83683158783242,5.41389903519303,4.47212711907923,0.405296585522592,4.58106000907719,4.29549307434136,0,-53.1889275627215
"51",1.35805449681357,9.09990969346836,2.9940675967373,8.92430985113606,6.26308479346335,-5.97627769266177,1,187.092927011872
"52",1.34211753727868,8.39920611819252,3.20553556783125,2.0778412790969,1.40705454396084,-1.93536726041547,1,27.7064234093391
"53",0.385345597751439,4.71925650723279,9.03898586053401,3.65114023908973,0.378974960185587,2.58470850471521,1,-24.4396643421377
"54",1.20047742733732,5.4630161030218,5.92389447614551,8.47090478986502,8.42855794820935,-0.114084946473798,0,-40.745205326187
"55",3.603916389402,9.80408556293696,7.98748140921816,3.02810887806118,2.19552701804787,-2.04232500731581,1,2.66188447806105
"56",2.53306114580482,5.54629357298836,8.39527336647734,5.88228885084391,8.86273783631623,3.69502801368809,0,-48.737263861308
"57",7.36095975385979,4.72929437411949,1.18736510165036,5.12325952760875,9.46733082644641,-4.23768871663814,1,62.0889589257693
"58",7.22757459618151,8.26004988281056,5.78793150838464,2.52201538998634,3.29904883168638,0.100701084202372,0,-1.99214659715845
"59",1.07309550046921,7.61473526014015,7.9169911541976,3.38824916630983,1.3790229219012,1.57858083308243,0,-12.8978617339723
"60",8.12196029815823,6.61132978042588,3.75926967244595,6.56689514638856,2.40833780728281,-0.932216448212482,1,-4.38402391097777
"61",9.7828077711165,7.32069687219337,1.67983929393813,0.825056955218315,7.83466622466221,4.16388574601816,0,-23.6533542676736
"62",1.21526389848441,6.66299336124212,3.50618473719805,3.98872180841863,6.73751846654341,-0.959737167936163,0,-14.079484421033
"63",1.98367417557165,6.02888369932771,6.99153375113383,4.61490490939468,9.27504243794829,1.28298562852705,1,22.3010838999368
"64",5.16770105110481,6.10524025512859,2.23924403777346,0.123441945761442,8.30850096652284,-0.741475340874235,1,24.067052282454
"65",5.0589659716934,2.06131046172231,9.55986187327653,9.57161114783958,1.61087125306949,-1.95135756077852,0,-79.8397987565608
"66",8.0607402860187,2.86284696077928,8.20865476271138,7.01693749986589,0.749743836931884,-1.04353436890864,1,-42.6973518598314
